Time,Frame,r,Phi,Theta,FILE
6580,658,8,0,45,image/output_006580_000001.png
6580,658,8,0,90,image/output_006580_000002.png
6580,658,8,0,135,image/output_006580_000003.png
6580,658,8,0,180,image/output_006580_000004.png
6580,658,8,0,225,image/output_006580_000005.png
6580,658,8,0,270,image/output_006580_000006.png
6580,658,8,0,315,image/output_006580_000007.png
6580,658,8,45,0,image/output_006580_000008.png
6580,658,8,45,45,image/output_006580_000009.png
6580,658,8,45,90,image/output_006580_000010.png
6580,658,8,45,135,image/output_006580_000011.png
6580,658,8,45,180,image/output_006580_000012.png
6580,658,8,45,225,image/output_006580_000013.png
6580,658,8,45,270,image/output_006580_000014.png
6580,658,8,45,315,image/output_006580_000015.png
6580,658,8,90,0,image/output_006580_000016.png
6580,658,8,90,45,image/output_006580_000017.png
6580,658,8,90,90,image/output_006580_000018.png
6580,658,8,90,135,image/output_006580_000019.png
6580,658,8,90,180,image/output_006580_000020.png
6580,658,8,90,225,image/output_006580_000021.png
6580,658,8,90,270,image/output_006580_000022.png
6580,658,8,90,315,image/output_006580_000023.png
6590,659,8,0,0,image/output_006590_000000.png
6590,659,8,0,45,image/output_006590_000001.png
6590,659,8,0,90,image/output_006590_000002.png
6590,659,8,0,135,image/output_006590_000003.png
6590,659,8,0,180,image/output_006590_000004.png
6590,659,8,0,225,image/output_006590_000005.png
6590,659,8,0,270,image/output_006590_000006.png
6590,659,8,0,315,image/output_006590_000007.png
6590,659,8,45,0,image/output_006590_000008.png
6590,659,8,45,45,image/output_006590_000009.png
6590,659,8,45,90,image/output_006590_000010.png
6590,659,8,45,135,image/output_006590_000011.png
6590,659,8,45,180,image/output_006590_000012.png
6590,659,8,45,225,image/output_006590_000013.png
6590,659,8,45,270,image/output_006590_000014.png
6590,659,8,45,315,image/output_006590_000015.png
6590,659,8,90,0,image/output_006590_000016.png
6590,659,8,90,45,image/output_006590_000017.png
6590,659,8,90,90,image/output_006590_000018.png
6590,659,8,90,135,image/output_006590_000019.png
6590,659,8,90,180,image/output_006590_000020.png
6590,659,8,90,225,image/output_006590_000021.png
6590,659,8,90,270,image/output_006590_000022.png
6590,659,8,90,315,image/output_006590_000023.png
6600,660,8,0,0,image/output_006600_000000.png
6600,660,8,0,45,image/output_006600_000001.png
6600,660,8,0,90,image/output_006600_000002.png
6600,660,8,0,135,image/output_006600_000003.png
6600,660,8,0,180,image/output_006600_000004.png
6600,660,8,0,225,image/output_006600_000005.png
6600,660,8,0,270,image/output_006600_000006.png
6600,660,8,0,315,image/output_006600_000007.png
6600,660,8,45,0,image/output_006600_000008.png
6600,660,8,45,45,image/output_006600_000009.png
6600,660,8,45,90,image/output_006600_000010.png
6600,660,8,45,135,image/output_006600_000011.png
6600,660,8,45,180,image/output_006600_000012.png
6600,660,8,45,225,image/output_006600_000013.png
6600,660,8,45,270,image/output_006600_000014.png
6600,660,8,45,315,image/output_006600_000015.png
6600,660,8,90,0,image/output_006600_000016.png
6600,660,8,90,45,image/output_006600_000017.png
6600,660,8,90,90,image/output_006600_000018.png
6600,660,8,90,135,image/output_006600_000019.png
6600,660,8,90,180,image/output_006600_000020.png
6600,660,8,90,225,image/output_006600_000021.png
6600,660,8,90,270,image/output_006600_000022.png
6600,660,8,90,315,image/output_006600_000023.png
6610,661,8,0,0,image/output_006610_000000.png
6610,661,8,0,45,image/output_006610_000001.png
6610,661,8,0,90,image/output_006610_000002.png
6610,661,8,0,135,image/output_006610_000003.png
6610,661,8,0,180,image/output_006610_000004.png
6610,661,8,0,225,image/output_006610_000005.png
6610,661,8,0,270,image/output_006610_000006.png
6610,661,8,0,315,image/output_006610_000007.png
6610,661,8,45,0,image/output_006610_000008.png
6610,661,8,45,45,image/output_006610_000009.png
6610,661,8,45,90,image/output_006610_000010.png
6610,661,8,45,135,image/output_006610_000011.png
6610,661,8,45,180,image/output_006610_000012.png
6610,661,8,45,225,image/output_006610_000013.png
6610,661,8,45,270,image/output_006610_000014.png
6610,661,8,45,315,image/output_006610_000015.png
6610,661,8,90,0,image/output_006610_000016.png
6610,661,8,90,45,image/output_006610_000017.png
6610,661,8,90,90,image/output_006610_000018.png
6610,661,8,90,135,image/output_006610_000019.png
6610,661,8,90,180,image/output_006610_000020.png
6610,661,8,90,225,image/output_006610_000021.png
6610,661,8,90,270,image/output_006610_000022.png
6610,661,8,90,315,image/output_006610_000023.png
6620,662,8,0,0,image/output_006620_000000.png
6620,662,8,0,45,image/output_006620_000001.png
6620,662,8,0,90,image/output_006620_000002.png
6620,662,8,0,135,image/output_006620_000003.png
6620,662,8,0,180,image/output_006620_000004.png
6620,662,8,0,225,image/output_006620_000005.png
6620,662,8,0,270,image/output_006620_000006.png
6620,662,8,0,315,image/output_006620_000007.png
6620,662,8,45,0,image/output_006620_000008.png
6620,662,8,45,45,image/output_006620_000009.png
6620,662,8,45,90,image/output_006620_000010.png
6620,662,8,45,135,image/output_006620_000011.png
6620,662,8,45,180,image/output_006620_000012.png
6620,662,8,45,225,image/output_006620_000013.png
6620,662,8,45,270,image/output_006620_000014.png
6620,662,8,45,315,image/output_006620_000015.png
6620,662,8,90,0,image/output_006620_000016.png
6620,662,8,90,45,image/output_006620_000017.png
6620,662,8,90,90,image/output_006620_000018.png
6620,662,8,90,135,image/output_006620_000019.png
6620,662,8,90,180,image/output_006620_000020.png
6620,662,8,90,225,image/output_006620_000021.png
6620,662,8,90,270,image/output_006620_000022.png
6620,662,8,90,315,image/output_006620_000023.png
6630,663,8,0,0,image/output_006630_000000.png
6630,663,8,0,45,image/output_006630_000001.png
6630,663,8,0,90,image/output_006630_000002.png
6630,663,8,0,135,image/output_006630_000003.png
6630,663,8,0,180,image/output_006630_000004.png
6630,663,8,0,225,image/output_006630_000005.png
6630,663,8,0,270,image/output_006630_000006.png
6630,663,8,0,315,image/output_006630_000007.png
6630,663,8,45,0,image/output_006630_000008.png
6630,663,8,45,45,image/output_006630_000009.png
6630,663,8,45,90,image/output_006630_000010.png
6630,663,8,45,135,image/output_006630_000011.png
6630,663,8,45,180,image/output_006630_000012.png
6630,663,8,45,225,image/output_006630_000013.png
6630,663,8,45,270,image/output_006630_000014.png
6630,663,8,45,315,image/output_006630_000015.png
6630,663,8,90,0,image/output_006630_000016.png
6630,663,8,90,45,image/output_006630_000017.png
6630,663,8,90,90,image/output_006630_000018.png
6630,663,8,90,135,image/output_006630_000019.png
6630,663,8,90,180,image/output_006630_000020.png
6630,663,8,90,225,image/output_006630_000021.png
6630,663,8,90,270,image/output_006630_000022.png
6630,663,8,90,315,image/output_006630_000023.png
6640,664,8,0,0,image/output_006640_000000.png
6640,664,8,0,45,image/output_006640_000001.png
6640,664,8,0,90,image/output_006640_000002.png
6640,664,8,0,135,image/output_006640_000003.png
6640,664,8,0,180,image/output_006640_000004.png
6640,664,8,0,225,image/output_006640_000005.png
6640,664,8,0,270,image/output_006640_000006.png
6640,664,8,0,315,image/output_006640_000007.png
6640,664,8,45,0,image/output_006640_000008.png
6640,664,8,45,45,image/output_006640_000009.png
6640,664,8,45,90,image/output_006640_000010.png
6640,664,8,45,135,image/output_006640_000011.png
6640,664,8,45,180,image/output_006640_000012.png
6640,664,8,45,225,image/output_006640_000013.png
6640,664,8,45,270,image/output_006640_000014.png
6640,664,8,45,315,image/output_006640_000015.png
6640,664,8,90,0,image/output_006640_000016.png
6640,664,8,90,45,image/output_006640_000017.png
6640,664,8,90,90,image/output_006640_000018.png
6640,664,8,90,135,image/output_006640_000019.png
6640,664,8,90,180,image/output_006640_000020.png
6640,664,8,90,225,image/output_006640_000021.png
6640,664,8,90,270,image/output_006640_000022.png
6640,664,8,90,315,image/output_006640_000023.png
6650,665,8,0,0,image/output_006650_000000.png
6650,665,8,0,45,image/output_006650_000001.png
6650,665,8,0,90,image/output_006650_000002.png
6650,665,8,0,135,image/output_006650_000003.png
6650,665,8,0,180,image/output_006650_000004.png
6650,665,8,0,225,image/output_006650_000005.png
6650,665,8,0,270,image/output_006650_000006.png
6650,665,8,0,315,image/output_006650_000007.png
6650,665,8,45,0,image/output_006650_000008.png
6650,665,8,45,45,image/output_006650_000009.png
6650,665,8,45,90,image/output_006650_000010.png
6650,665,8,45,135,image/output_006650_000011.png
6650,665,8,45,180,image/output_006650_000012.png
6650,665,8,45,225,image/output_006650_000013.png
6650,665,8,45,270,image/output_006650_000014.png
6650,665,8,45,315,image/output_006650_000015.png
6650,665,8,90,0,image/output_006650_000016.png
6650,665,8,90,45,image/output_006650_000017.png
6650,665,8,90,90,image/output_006650_000018.png
6650,665,8,90,135,image/output_006650_000019.png
6650,665,8,90,180,image/output_006650_000020.png
6650,665,8,90,225,image/output_006650_000021.png
6650,665,8,90,270,image/output_006650_000022.png
6650,665,8,90,315,image/output_006650_000023.png
6660,666,8,0,0,image/output_006660_000000.png
6660,666,8,0,45,image/output_006660_000001.png
6660,666,8,0,90,image/output_006660_000002.png
6660,666,8,0,135,image/output_006660_000003.png
6660,666,8,0,180,image/output_006660_000004.png
6660,666,8,0,225,image/output_006660_000005.png
6660,666,8,0,270,image/output_006660_000006.png
6660,666,8,0,315,image/output_006660_000007.png
6660,666,8,45,0,image/output_006660_000008.png
6660,666,8,45,45,image/output_006660_000009.png
6660,666,8,45,90,image/output_006660_000010.png
6660,666,8,45,135,image/output_006660_000011.png
6660,666,8,45,180,image/output_006660_000012.png
6660,666,8,45,225,image/output_006660_000013.png
6660,666,8,45,270,image/output_006660_000014.png
6660,666,8,45,315,image/output_006660_000015.png
6660,666,8,90,0,image/output_006660_000016.png
6660,666,8,90,45,image/output_006660_000017.png
6660,666,8,90,90,image/output_006660_000018.png
6660,666,8,90,135,image/output_006660_000019.png
6660,666,8,90,180,image/output_006660_000020.png
6660,666,8,90,225,image/output_006660_000021.png
6660,666,8,90,270,image/output_006660_000022.png
6660,666,8,90,315,image/output_006660_000023.png
6670,667,8,0,0,image/output_006670_000000.png
6670,667,8,0,45,image/output_006670_000001.png
6670,667,8,0,90,image/output_006670_000002.png
6670,667,8,0,135,image/output_006670_000003.png
6670,667,8,0,180,image/output_006670_000004.png
6670,667,8,0,225,image/output_006670_000005.png
6670,667,8,0,270,image/output_006670_000006.png
6670,667,8,0,315,image/output_006670_000007.png
6670,667,8,45,0,image/output_006670_000008.png
6670,667,8,45,45,image/output_006670_000009.png
6670,667,8,45,90,image/output_006670_000010.png
6670,667,8,45,135,image/output_006670_000011.png
6670,667,8,45,180,image/output_006670_000012.png
6670,667,8,45,225,image/output_006670_000013.png
6670,667,8,45,270,image/output_006670_000014.png
6670,667,8,45,315,image/output_006670_000015.png
6670,667,8,90,0,image/output_006670_000016.png
6670,667,8,90,45,image/output_006670_000017.png
6670,667,8,90,90,image/output_006670_000018.png
6670,667,8,90,135,image/output_006670_000019.png
6670,667,8,90,180,image/output_006670_000020.png
6670,667,8,90,225,image/output_006670_000021.png
6670,667,8,90,270,image/output_006670_000022.png
6670,667,8,90,315,image/output_006670_000023.png
6680,668,8,0,0,image/output_006680_000000.png
6680,668,8,0,45,image/output_006680_000001.png
6680,668,8,0,90,image/output_006680_000002.png
6680,668,8,0,135,image/output_006680_000003.png
6680,668,8,0,180,image/output_006680_000004.png
6680,668,8,0,225,image/output_006680_000005.png
6680,668,8,0,270,image/output_006680_000006.png
6680,668,8,0,315,image/output_006680_000007.png
6680,668,8,45,0,image/output_006680_000008.png
6680,668,8,45,45,image/output_006680_000009.png
6680,668,8,45,90,image/output_006680_000010.png
6680,668,8,45,135,image/output_006680_000011.png
6680,668,8,45,180,image/output_006680_000012.png
6680,668,8,45,225,image/output_006680_000013.png
6680,668,8,45,270,image/output_006680_000014.png
6680,668,8,45,315,image/output_006680_000015.png
6680,668,8,90,0,image/output_006680_000016.png
6680,668,8,90,45,image/output_006680_000017.png
6680,668,8,90,90,image/output_006680_000018.png
6680,668,8,90,135,image/output_006680_000019.png
6680,668,8,90,180,image/output_006680_000020.png
6680,668,8,90,225,image/output_006680_000021.png
6680,668,8,90,270,image/output_006680_000022.png
6680,668,8,90,315,image/output_006680_000023.png
6690,669,8,0,0,image/output_006690_000000.png
6690,669,8,0,45,image/output_006690_000001.png
6690,669,8,0,90,image/output_006690_000002.png
6690,669,8,0,135,image/output_006690_000003.png
6690,669,8,0,180,image/output_006690_000004.png
6690,669,8,0,225,image/output_006690_000005.png
6690,669,8,0,270,image/output_006690_000006.png
6690,669,8,0,315,image/output_006690_000007.png
6690,669,8,45,0,image/output_006690_000008.png
6690,669,8,45,45,image/output_006690_000009.png
6690,669,8,45,90,image/output_006690_000010.png
6690,669,8,45,135,image/output_006690_000011.png
6690,669,8,45,180,image/output_006690_000012.png
6690,669,8,45,225,image/output_006690_000013.png
6690,669,8,45,270,image/output_006690_000014.png
6690,669,8,45,315,image/output_006690_000015.png
6690,669,8,90,0,image/output_006690_000016.png
6690,669,8,90,45,image/output_006690_000017.png
6690,669,8,90,90,image/output_006690_000018.png
6690,669,8,90,135,image/output_006690_000019.png
6690,669,8,90,180,image/output_006690_000020.png
6690,669,8,90,225,image/output_006690_000021.png
6690,669,8,90,270,image/output_006690_000022.png
6690,669,8,90,315,image/output_006690_000023.png
6700,670,8,0,0,image/output_006700_000000.png
6700,670,8,0,45,image/output_006700_000001.png
6700,670,8,0,90,image/output_006700_000002.png
6700,670,8,0,135,image/output_006700_000003.png
6700,670,8,0,180,image/output_006700_000004.png
6700,670,8,0,225,image/output_006700_000005.png
6700,670,8,0,270,image/output_006700_000006.png
6700,670,8,0,315,image/output_006700_000007.png
6700,670,8,45,0,image/output_006700_000008.png
6700,670,8,45,45,image/output_006700_000009.png
6700,670,8,45,90,image/output_006700_000010.png
6700,670,8,45,135,image/output_006700_000011.png
6700,670,8,45,180,image/output_006700_000012.png
6700,670,8,45,225,image/output_006700_000013.png
6700,670,8,45,270,image/output_006700_000014.png
6700,670,8,45,315,image/output_006700_000015.png
6700,670,8,90,0,image/output_006700_000016.png
6700,670,8,90,45,image/output_006700_000017.png
6700,670,8,90,90,image/output_006700_000018.png
6700,670,8,90,135,image/output_006700_000019.png
6700,670,8,90,180,image/output_006700_000020.png
6700,670,8,90,225,image/output_006700_000021.png
6700,670,8,90,270,image/output_006700_000022.png
6700,670,8,90,315,image/output_006700_000023.png
6710,671,8,0,0,image/output_006710_000000.png
6710,671,8,0,45,image/output_006710_000001.png
6710,671,8,0,90,image/output_006710_000002.png
6710,671,8,0,135,image/output_006710_000003.png
6710,671,8,0,180,image/output_006710_000004.png
6710,671,8,0,225,image/output_006710_000005.png
6710,671,8,0,270,image/output_006710_000006.png
6710,671,8,0,315,image/output_006710_000007.png
6710,671,8,45,0,image/output_006710_000008.png
6710,671,8,45,45,image/output_006710_000009.png
6710,671,8,45,90,image/output_006710_000010.png
6710,671,8,45,135,image/output_006710_000011.png
6710,671,8,45,180,image/output_006710_000012.png
6710,671,8,45,225,image/output_006710_000013.png
6710,671,8,45,270,image/output_006710_000014.png
6710,671,8,45,315,image/output_006710_000015.png
6710,671,8,90,0,image/output_006710_000016.png
6710,671,8,90,45,image/output_006710_000017.png
6710,671,8,90,90,image/output_006710_000018.png
6710,671,8,90,135,image/output_006710_000019.png
6710,671,8,90,180,image/output_006710_000020.png
6710,671,8,90,225,image/output_006710_000021.png
6710,671,8,90,270,image/output_006710_000022.png
6710,671,8,90,315,image/output_006710_000023.png
6720,672,8,0,0,image/output_006720_000000.png
6720,672,8,0,45,image/output_006720_000001.png
6720,672,8,0,90,image/output_006720_000002.png
6720,672,8,0,135,image/output_006720_000003.png
6720,672,8,0,180,image/output_006720_000004.png
6720,672,8,0,225,image/output_006720_000005.png
6720,672,8,0,270,image/output_006720_000006.png
6720,672,8,0,315,image/output_006720_000007.png
6720,672,8,45,0,image/output_006720_000008.png
6720,672,8,45,45,image/output_006720_000009.png
6720,672,8,45,90,image/output_006720_000010.png
6720,672,8,45,135,image/output_006720_000011.png
6720,672,8,45,180,image/output_006720_000012.png
6720,672,8,45,225,image/output_006720_000013.png
6720,672,8,45,270,image/output_006720_000014.png
6720,672,8,45,315,image/output_006720_000015.png
6720,672,8,90,0,image/output_006720_000016.png
6720,672,8,90,45,image/output_006720_000017.png
6720,672,8,90,90,image/output_006720_000018.png
6720,672,8,90,135,image/output_006720_000019.png
6720,672,8,90,180,image/output_006720_000020.png
6720,672,8,90,225,image/output_006720_000021.png
6720,672,8,90,270,image/output_006720_000022.png
6720,672,8,90,315,image/output_006720_000023.png
6730,673,8,0,0,image/output_006730_000000.png
6730,673,8,0,45,image/output_006730_000001.png
6730,673,8,0,90,image/output_006730_000002.png
6730,673,8,0,135,image/output_006730_000003.png
6730,673,8,0,180,image/output_006730_000004.png
6730,673,8,0,225,image/output_006730_000005.png
6730,673,8,0,270,image/output_006730_000006.png
6730,673,8,0,315,image/output_006730_000007.png
6730,673,8,45,0,image/output_006730_000008.png
6730,673,8,45,45,image/output_006730_000009.png
6730,673,8,45,90,image/output_006730_000010.png
6730,673,8,45,135,image/output_006730_000011.png
6730,673,8,45,180,image/output_006730_000012.png
6730,673,8,45,225,image/output_006730_000013.png
6730,673,8,45,270,image/output_006730_000014.png
6730,673,8,45,315,image/output_006730_000015.png
6730,673,8,90,0,image/output_006730_000016.png
6730,673,8,90,45,image/output_006730_000017.png
6730,673,8,90,90,image/output_006730_000018.png
6730,673,8,90,135,image/output_006730_000019.png
6730,673,8,90,180,image/output_006730_000020.png
6730,673,8,90,225,image/output_006730_000021.png
6730,673,8,90,270,image/output_006730_000022.png
6730,673,8,90,315,image/output_006730_000023.png
6740,674,8,0,0,image/output_006740_000000.png
6740,674,8,0,45,image/output_006740_000001.png
6740,674,8,0,90,image/output_006740_000002.png
6740,674,8,0,135,image/output_006740_000003.png
6740,674,8,0,180,image/output_006740_000004.png
6740,674,8,0,225,image/output_006740_000005.png
6740,674,8,0,270,image/output_006740_000006.png
6740,674,8,0,315,image/output_006740_000007.png
6740,674,8,45,0,image/output_006740_000008.png
6740,674,8,45,45,image/output_006740_000009.png
6740,674,8,45,90,image/output_006740_000010.png
6740,674,8,45,135,image/output_006740_000011.png
6740,674,8,45,180,image/output_006740_000012.png
6740,674,8,45,225,image/output_006740_000013.png
6740,674,8,45,270,image/output_006740_000014.png
6740,674,8,45,315,image/output_006740_000015.png
6740,674,8,90,0,image/output_006740_000016.png
6740,674,8,90,45,image/output_006740_000017.png
6740,674,8,90,90,image/output_006740_000018.png
6740,674,8,90,135,image/output_006740_000019.png
6740,674,8,90,180,image/output_006740_000020.png
6740,674,8,90,225,image/output_006740_000021.png
6740,674,8,90,270,image/output_006740_000022.png
6740,674,8,90,315,image/output_006740_000023.png
6750,675,8,0,0,image/output_006750_000000.png
6750,675,8,0,45,image/output_006750_000001.png
6750,675,8,0,90,image/output_006750_000002.png
6750,675,8,0,135,image/output_006750_000003.png
6750,675,8,0,180,image/output_006750_000004.png
6750,675,8,0,225,image/output_006750_000005.png
6750,675,8,0,270,image/output_006750_000006.png
6750,675,8,0,315,image/output_006750_000007.png
6750,675,8,45,0,image/output_006750_000008.png
6750,675,8,45,45,image/output_006750_000009.png
6750,675,8,45,90,image/output_006750_000010.png
6750,675,8,45,135,image/output_006750_000011.png
6750,675,8,45,180,image/output_006750_000012.png
6750,675,8,45,225,image/output_006750_000013.png
6750,675,8,45,270,image/output_006750_000014.png
6750,675,8,45,315,image/output_006750_000015.png
6750,675,8,90,0,image/output_006750_000016.png
6750,675,8,90,45,image/output_006750_000017.png
6750,675,8,90,90,image/output_006750_000018.png
6750,675,8,90,135,image/output_006750_000019.png
6750,675,8,90,180,image/output_006750_000020.png
6750,675,8,90,225,image/output_006750_000021.png
6750,675,8,90,270,image/output_006750_000022.png
6750,675,8,90,315,image/output_006750_000023.png
6760,676,8,0,0,image/output_006760_000000.png
6760,676,8,0,45,image/output_006760_000001.png
6760,676,8,0,90,image/output_006760_000002.png
6760,676,8,0,135,image/output_006760_000003.png
6760,676,8,0,180,image/output_006760_000004.png
6760,676,8,0,225,image/output_006760_000005.png
6760,676,8,0,270,image/output_006760_000006.png
6760,676,8,0,315,image/output_006760_000007.png
6760,676,8,45,0,image/output_006760_000008.png
6760,676,8,45,45,image/output_006760_000009.png
6760,676,8,45,90,image/output_006760_000010.png
6760,676,8,45,135,image/output_006760_000011.png
6760,676,8,45,180,image/output_006760_000012.png
6760,676,8,45,225,image/output_006760_000013.png
6760,676,8,45,270,image/output_006760_000014.png
6760,676,8,45,315,image/output_006760_000015.png
6760,676,8,90,0,image/output_006760_000016.png
6760,676,8,90,45,image/output_006760_000017.png
6760,676,8,90,90,image/output_006760_000018.png
6760,676,8,90,135,image/output_006760_000019.png
6760,676,8,90,180,image/output_006760_000020.png
6760,676,8,90,225,image/output_006760_000021.png
6760,676,8,90,270,image/output_006760_000022.png
6760,676,8,90,315,image/output_006760_000023.png
6770,677,8,0,0,image/output_006770_000000.png
6770,677,8,0,45,image/output_006770_000001.png
6770,677,8,0,90,image/output_006770_000002.png
6770,677,8,0,135,image/output_006770_000003.png
6770,677,8,0,180,image/output_006770_000004.png
6770,677,8,0,225,image/output_006770_000005.png
6770,677,8,0,270,image/output_006770_000006.png
6770,677,8,0,315,image/output_006770_000007.png
6770,677,8,45,0,image/output_006770_000008.png
6770,677,8,45,45,image/output_006770_000009.png
6770,677,8,45,90,image/output_006770_000010.png
6770,677,8,45,135,image/output_006770_000011.png
6770,677,8,45,180,image/output_006770_000012.png
6770,677,8,45,225,image/output_006770_000013.png
6770,677,8,45,270,image/output_006770_000014.png
6770,677,8,45,315,image/output_006770_000015.png
6770,677,8,90,0,image/output_006770_000016.png
6770,677,8,90,45,image/output_006770_000017.png
6770,677,8,90,90,image/output_006770_000018.png
6770,677,8,90,135,image/output_006770_000019.png
6770,677,8,90,180,image/output_006770_000020.png
6770,677,8,90,225,image/output_006770_000021.png
6770,677,8,90,270,image/output_006770_000022.png
6770,677,8,90,315,image/output_006770_000023.png
6780,678,8,0,0,image/output_006780_000000.png
6780,678,8,0,45,image/output_006780_000001.png
6780,678,8,0,90,image/output_006780_000002.png
6780,678,8,0,135,image/output_006780_000003.png
6780,678,8,0,180,image/output_006780_000004.png
6780,678,8,0,225,image/output_006780_000005.png
6780,678,8,0,270,image/output_006780_000006.png
6780,678,8,0,315,image/output_006780_000007.png
6780,678,8,45,0,image/output_006780_000008.png
6780,678,8,45,45,image/output_006780_000009.png
6780,678,8,45,90,image/output_006780_000010.png
6780,678,8,45,135,image/output_006780_000011.png
6780,678,8,45,180,image/output_006780_000012.png
6780,678,8,45,225,image/output_006780_000013.png
6780,678,8,45,270,image/output_006780_000014.png
6780,678,8,45,315,image/output_006780_000015.png
6780,678,8,90,0,image/output_006780_000016.png
6780,678,8,90,45,image/output_006780_000017.png
6780,678,8,90,90,image/output_006780_000018.png
6780,678,8,90,135,image/output_006780_000019.png
6780,678,8,90,180,image/output_006780_000020.png
6780,678,8,90,225,image/output_006780_000021.png
6780,678,8,90,270,image/output_006780_000022.png
6780,678,8,90,315,image/output_006780_000023.png
6790,679,8,0,0,image/output_006790_000000.png
6790,679,8,0,45,image/output_006790_000001.png
6790,679,8,0,90,image/output_006790_000002.png
6790,679,8,0,135,image/output_006790_000003.png
6790,679,8,0,180,image/output_006790_000004.png
6790,679,8,0,225,image/output_006790_000005.png
6790,679,8,0,270,image/output_006790_000006.png
6790,679,8,0,315,image/output_006790_000007.png
6790,679,8,45,0,image/output_006790_000008.png
6790,679,8,45,45,image/output_006790_000009.png
6790,679,8,45,90,image/output_006790_000010.png
6790,679,8,45,135,image/output_006790_000011.png
6790,679,8,45,180,image/output_006790_000012.png
6790,679,8,45,225,image/output_006790_000013.png
6790,679,8,45,270,image/output_006790_000014.png
6790,679,8,45,315,image/output_006790_000015.png
6790,679,8,90,0,image/output_006790_000016.png
6790,679,8,90,45,image/output_006790_000017.png
6790,679,8,90,90,image/output_006790_000018.png
6790,679,8,90,135,image/output_006790_000019.png
6790,679,8,90,180,image/output_006790_000020.png
6790,679,8,90,225,image/output_006790_000021.png
6790,679,8,90,270,image/output_006790_000022.png
6790,679,8,90,315,image/output_006790_000023.png
6800,680,8,0,0,image/output_006800_000000.png
6800,680,8,0,45,image/output_006800_000001.png
6800,680,8,0,90,image/output_006800_000002.png
6800,680,8,0,135,image/output_006800_000003.png
6800,680,8,0,180,image/output_006800_000004.png
6800,680,8,0,225,image/output_006800_000005.png
6800,680,8,0,270,image/output_006800_000006.png
6800,680,8,0,315,image/output_006800_000007.png
6800,680,8,45,0,image/output_006800_000008.png
6800,680,8,45,45,image/output_006800_000009.png
6800,680,8,45,90,image/output_006800_000010.png
6800,680,8,45,135,image/output_006800_000011.png
6800,680,8,45,180,image/output_006800_000012.png
6800,680,8,45,225,image/output_006800_000013.png
6800,680,8,45,270,image/output_006800_000014.png
6800,680,8,45,315,image/output_006800_000015.png
6800,680,8,90,0,image/output_006800_000016.png
6800,680,8,90,45,image/output_006800_000017.png
6800,680,8,90,90,image/output_006800_000018.png
6800,680,8,90,135,image/output_006800_000019.png
6800,680,8,90,180,image/output_006800_000020.png
6800,680,8,90,225,image/output_006800_000021.png
6800,680,8,90,270,image/output_006800_000022.png
6800,680,8,90,315,image/output_006800_000023.png
6810,681,8,0,0,image/output_006810_000000.png
6810,681,8,0,45,image/output_006810_000001.png
6810,681,8,0,90,image/output_006810_000002.png
6810,681,8,0,135,image/output_006810_000003.png
6810,681,8,0,180,image/output_006810_000004.png
6810,681,8,0,225,image/output_006810_000005.png
6810,681,8,0,270,image/output_006810_000006.png
6810,681,8,0,315,image/output_006810_000007.png
6810,681,8,45,0,image/output_006810_000008.png
6810,681,8,45,45,image/output_006810_000009.png
6810,681,8,45,90,image/output_006810_000010.png
6810,681,8,45,135,image/output_006810_000011.png
6810,681,8,45,180,image/output_006810_000012.png
6810,681,8,45,225,image/output_006810_000013.png
6810,681,8,45,270,image/output_006810_000014.png
6810,681,8,45,315,image/output_006810_000015.png
6810,681,8,90,0,image/output_006810_000016.png
6810,681,8,90,45,image/output_006810_000017.png
6810,681,8,90,90,image/output_006810_000018.png
6810,681,8,90,135,image/output_006810_000019.png
6810,681,8,90,180,image/output_006810_000020.png
6810,681,8,90,225,image/output_006810_000021.png
6810,681,8,90,270,image/output_006810_000022.png
6810,681,8,90,315,image/output_006810_000023.png
6820,682,8,0,0,image/output_006820_000000.png
6820,682,8,0,45,image/output_006820_000001.png
6820,682,8,0,90,image/output_006820_000002.png
6820,682,8,0,135,image/output_006820_000003.png
6820,682,8,0,180,image/output_006820_000004.png
6820,682,8,0,225,image/output_006820_000005.png
6820,682,8,0,270,image/output_006820_000006.png
6820,682,8,0,315,image/output_006820_000007.png
6820,682,8,45,0,image/output_006820_000008.png
6820,682,8,45,45,image/output_006820_000009.png
6820,682,8,45,90,image/output_006820_000010.png
6820,682,8,45,135,image/output_006820_000011.png
6820,682,8,45,180,image/output_006820_000012.png
6820,682,8,45,225,image/output_006820_000013.png
6820,682,8,45,270,image/output_006820_000014.png
6820,682,8,45,315,image/output_006820_000015.png
6820,682,8,90,0,image/output_006820_000016.png
6820,682,8,90,45,image/output_006820_000017.png
6820,682,8,90,90,image/output_006820_000018.png
6820,682,8,90,135,image/output_006820_000019.png
6820,682,8,90,180,image/output_006820_000020.png
6820,682,8,90,225,image/output_006820_000021.png
6820,682,8,90,270,image/output_006820_000022.png
6820,682,8,90,315,image/output_006820_000023.png
6830,683,8,0,0,image/output_006830_000000.png
6830,683,8,0,45,image/output_006830_000001.png
6830,683,8,0,90,image/output_006830_000002.png
6830,683,8,0,135,image/output_006830_000003.png
6830,683,8,0,180,image/output_006830_000004.png
6830,683,8,0,225,image/output_006830_000005.png
6830,683,8,0,270,image/output_006830_000006.png
6830,683,8,0,315,image/output_006830_000007.png
