Time,Frame,r,Phi,Theta,FILE
3910,391,8,0,135,image/output_003910_000003.png
3910,391,8,0,180,image/output_003910_000004.png
3910,391,8,0,225,image/output_003910_000005.png
3910,391,8,0,270,image/output_003910_000006.png
3910,391,8,0,315,image/output_003910_000007.png
3910,391,8,45,0,image/output_003910_000008.png
3910,391,8,45,45,image/output_003910_000009.png
3910,391,8,45,90,image/output_003910_000010.png
3910,391,8,45,135,image/output_003910_000011.png
3910,391,8,45,180,image/output_003910_000012.png
3910,391,8,45,225,image/output_003910_000013.png
3910,391,8,45,270,image/output_003910_000014.png
3910,391,8,45,315,image/output_003910_000015.png
3910,391,8,90,0,image/output_003910_000016.png
3910,391,8,90,45,image/output_003910_000017.png
3910,391,8,90,90,image/output_003910_000018.png
3910,391,8,90,135,image/output_003910_000019.png
3910,391,8,90,180,image/output_003910_000020.png
3910,391,8,90,225,image/output_003910_000021.png
3910,391,8,90,270,image/output_003910_000022.png
3910,391,8,90,315,image/output_003910_000023.png
3920,392,8,0,0,image/output_003920_000000.png
3920,392,8,0,45,image/output_003920_000001.png
3920,392,8,0,90,image/output_003920_000002.png
3920,392,8,0,135,image/output_003920_000003.png
3920,392,8,0,180,image/output_003920_000004.png
3920,392,8,0,225,image/output_003920_000005.png
3920,392,8,0,270,image/output_003920_000006.png
3920,392,8,0,315,image/output_003920_000007.png
3920,392,8,45,0,image/output_003920_000008.png
3920,392,8,45,45,image/output_003920_000009.png
3920,392,8,45,90,image/output_003920_000010.png
3920,392,8,45,135,image/output_003920_000011.png
3920,392,8,45,180,image/output_003920_000012.png
3920,392,8,45,225,image/output_003920_000013.png
3920,392,8,45,270,image/output_003920_000014.png
3920,392,8,45,315,image/output_003920_000015.png
3920,392,8,90,0,image/output_003920_000016.png
3920,392,8,90,45,image/output_003920_000017.png
3920,392,8,90,90,image/output_003920_000018.png
3920,392,8,90,135,image/output_003920_000019.png
3920,392,8,90,180,image/output_003920_000020.png
3920,392,8,90,225,image/output_003920_000021.png
3920,392,8,90,270,image/output_003920_000022.png
3920,392,8,90,315,image/output_003920_000023.png
3930,393,8,0,0,image/output_003930_000000.png
3930,393,8,0,45,image/output_003930_000001.png
3930,393,8,0,90,image/output_003930_000002.png
3930,393,8,0,135,image/output_003930_000003.png
3930,393,8,0,180,image/output_003930_000004.png
3930,393,8,0,225,image/output_003930_000005.png
3930,393,8,0,270,image/output_003930_000006.png
3930,393,8,0,315,image/output_003930_000007.png
3930,393,8,45,0,image/output_003930_000008.png
3930,393,8,45,45,image/output_003930_000009.png
3930,393,8,45,90,image/output_003930_000010.png
3930,393,8,45,135,image/output_003930_000011.png
3930,393,8,45,180,image/output_003930_000012.png
3930,393,8,45,225,image/output_003930_000013.png
3930,393,8,45,270,image/output_003930_000014.png
3930,393,8,45,315,image/output_003930_000015.png
3930,393,8,90,0,image/output_003930_000016.png
3930,393,8,90,45,image/output_003930_000017.png
3930,393,8,90,90,image/output_003930_000018.png
3930,393,8,90,135,image/output_003930_000019.png
3930,393,8,90,180,image/output_003930_000020.png
3930,393,8,90,225,image/output_003930_000021.png
3930,393,8,90,270,image/output_003930_000022.png
3930,393,8,90,315,image/output_003930_000023.png
3940,394,8,0,0,image/output_003940_000000.png
3940,394,8,0,45,image/output_003940_000001.png
3940,394,8,0,90,image/output_003940_000002.png
3940,394,8,0,135,image/output_003940_000003.png
3940,394,8,0,180,image/output_003940_000004.png
3940,394,8,0,225,image/output_003940_000005.png
3940,394,8,0,270,image/output_003940_000006.png
3940,394,8,0,315,image/output_003940_000007.png
3940,394,8,45,0,image/output_003940_000008.png
3940,394,8,45,45,image/output_003940_000009.png
3940,394,8,45,90,image/output_003940_000010.png
3940,394,8,45,135,image/output_003940_000011.png
3940,394,8,45,180,image/output_003940_000012.png
3940,394,8,45,225,image/output_003940_000013.png
3940,394,8,45,270,image/output_003940_000014.png
3940,394,8,45,315,image/output_003940_000015.png
3940,394,8,90,0,image/output_003940_000016.png
3940,394,8,90,45,image/output_003940_000017.png
3940,394,8,90,90,image/output_003940_000018.png
3940,394,8,90,135,image/output_003940_000019.png
3940,394,8,90,180,image/output_003940_000020.png
3940,394,8,90,225,image/output_003940_000021.png
3940,394,8,90,270,image/output_003940_000022.png
3940,394,8,90,315,image/output_003940_000023.png
3950,395,8,0,0,image/output_003950_000000.png
3950,395,8,0,45,image/output_003950_000001.png
3950,395,8,0,90,image/output_003950_000002.png
3950,395,8,0,135,image/output_003950_000003.png
3950,395,8,0,180,image/output_003950_000004.png
3950,395,8,0,225,image/output_003950_000005.png
3950,395,8,0,270,image/output_003950_000006.png
3950,395,8,0,315,image/output_003950_000007.png
3950,395,8,45,0,image/output_003950_000008.png
3950,395,8,45,45,image/output_003950_000009.png
3950,395,8,45,90,image/output_003950_000010.png
3950,395,8,45,135,image/output_003950_000011.png
3950,395,8,45,180,image/output_003950_000012.png
3950,395,8,45,225,image/output_003950_000013.png
3950,395,8,45,270,image/output_003950_000014.png
3950,395,8,45,315,image/output_003950_000015.png
3950,395,8,90,0,image/output_003950_000016.png
3950,395,8,90,45,image/output_003950_000017.png
3950,395,8,90,90,image/output_003950_000018.png
3950,395,8,90,135,image/output_003950_000019.png
3950,395,8,90,180,image/output_003950_000020.png
3950,395,8,90,225,image/output_003950_000021.png
3950,395,8,90,270,image/output_003950_000022.png
3950,395,8,90,315,image/output_003950_000023.png
3960,396,8,0,0,image/output_003960_000000.png
3960,396,8,0,45,image/output_003960_000001.png
3960,396,8,0,90,image/output_003960_000002.png
3960,396,8,0,135,image/output_003960_000003.png
3960,396,8,0,180,image/output_003960_000004.png
3960,396,8,0,225,image/output_003960_000005.png
3960,396,8,0,270,image/output_003960_000006.png
3960,396,8,0,315,image/output_003960_000007.png
3960,396,8,45,0,image/output_003960_000008.png
3960,396,8,45,45,image/output_003960_000009.png
3960,396,8,45,90,image/output_003960_000010.png
3960,396,8,45,135,image/output_003960_000011.png
3960,396,8,45,180,image/output_003960_000012.png
3960,396,8,45,225,image/output_003960_000013.png
3960,396,8,45,270,image/output_003960_000014.png
3960,396,8,45,315,image/output_003960_000015.png
3960,396,8,90,0,image/output_003960_000016.png
3960,396,8,90,45,image/output_003960_000017.png
3960,396,8,90,90,image/output_003960_000018.png
3960,396,8,90,135,image/output_003960_000019.png
3960,396,8,90,180,image/output_003960_000020.png
3960,396,8,90,225,image/output_003960_000021.png
3960,396,8,90,270,image/output_003960_000022.png
3960,396,8,90,315,image/output_003960_000023.png
3970,397,8,0,0,image/output_003970_000000.png
3970,397,8,0,45,image/output_003970_000001.png
3970,397,8,0,90,image/output_003970_000002.png
3970,397,8,0,135,image/output_003970_000003.png
3970,397,8,0,180,image/output_003970_000004.png
3970,397,8,0,225,image/output_003970_000005.png
3970,397,8,0,270,image/output_003970_000006.png
3970,397,8,0,315,image/output_003970_000007.png
3970,397,8,45,0,image/output_003970_000008.png
3970,397,8,45,45,image/output_003970_000009.png
3970,397,8,45,90,image/output_003970_000010.png
3970,397,8,45,135,image/output_003970_000011.png
3970,397,8,45,180,image/output_003970_000012.png
3970,397,8,45,225,image/output_003970_000013.png
3970,397,8,45,270,image/output_003970_000014.png
3970,397,8,45,315,image/output_003970_000015.png
3970,397,8,90,0,image/output_003970_000016.png
3970,397,8,90,45,image/output_003970_000017.png
3970,397,8,90,90,image/output_003970_000018.png
3970,397,8,90,135,image/output_003970_000019.png
3970,397,8,90,180,image/output_003970_000020.png
3970,397,8,90,225,image/output_003970_000021.png
3970,397,8,90,270,image/output_003970_000022.png
3970,397,8,90,315,image/output_003970_000023.png
3980,398,8,0,0,image/output_003980_000000.png
3980,398,8,0,45,image/output_003980_000001.png
3980,398,8,0,90,image/output_003980_000002.png
3980,398,8,0,135,image/output_003980_000003.png
3980,398,8,0,180,image/output_003980_000004.png
3980,398,8,0,225,image/output_003980_000005.png
3980,398,8,0,270,image/output_003980_000006.png
3980,398,8,0,315,image/output_003980_000007.png
3980,398,8,45,0,image/output_003980_000008.png
3980,398,8,45,45,image/output_003980_000009.png
3980,398,8,45,90,image/output_003980_000010.png
3980,398,8,45,135,image/output_003980_000011.png
3980,398,8,45,180,image/output_003980_000012.png
3980,398,8,45,225,image/output_003980_000013.png
3980,398,8,45,270,image/output_003980_000014.png
3980,398,8,45,315,image/output_003980_000015.png
3980,398,8,90,0,image/output_003980_000016.png
3980,398,8,90,45,image/output_003980_000017.png
3980,398,8,90,90,image/output_003980_000018.png
3980,398,8,90,135,image/output_003980_000019.png
3980,398,8,90,180,image/output_003980_000020.png
3980,398,8,90,225,image/output_003980_000021.png
3980,398,8,90,270,image/output_003980_000022.png
3980,398,8,90,315,image/output_003980_000023.png
3990,399,8,0,0,image/output_003990_000000.png
3990,399,8,0,45,image/output_003990_000001.png
3990,399,8,0,90,image/output_003990_000002.png
3990,399,8,0,135,image/output_003990_000003.png
3990,399,8,0,180,image/output_003990_000004.png
3990,399,8,0,225,image/output_003990_000005.png
3990,399,8,0,270,image/output_003990_000006.png
3990,399,8,0,315,image/output_003990_000007.png
3990,399,8,45,0,image/output_003990_000008.png
3990,399,8,45,45,image/output_003990_000009.png
3990,399,8,45,90,image/output_003990_000010.png
3990,399,8,45,135,image/output_003990_000011.png
3990,399,8,45,180,image/output_003990_000012.png
3990,399,8,45,225,image/output_003990_000013.png
3990,399,8,45,270,image/output_003990_000014.png
3990,399,8,45,315,image/output_003990_000015.png
3990,399,8,90,0,image/output_003990_000016.png
3990,399,8,90,45,image/output_003990_000017.png
3990,399,8,90,90,image/output_003990_000018.png
3990,399,8,90,135,image/output_003990_000019.png
3990,399,8,90,180,image/output_003990_000020.png
3990,399,8,90,225,image/output_003990_000021.png
3990,399,8,90,270,image/output_003990_000022.png
3990,399,8,90,315,image/output_003990_000023.png
4000,400,8,0,0,image/output_004000_000000.png
4000,400,8,0,45,image/output_004000_000001.png
4000,400,8,0,90,image/output_004000_000002.png
4000,400,8,0,135,image/output_004000_000003.png
4000,400,8,0,180,image/output_004000_000004.png
4000,400,8,0,225,image/output_004000_000005.png
4000,400,8,0,270,image/output_004000_000006.png
4000,400,8,0,315,image/output_004000_000007.png
4000,400,8,45,0,image/output_004000_000008.png
4000,400,8,45,45,image/output_004000_000009.png
4000,400,8,45,90,image/output_004000_000010.png
4000,400,8,45,135,image/output_004000_000011.png
4000,400,8,45,180,image/output_004000_000012.png
4000,400,8,45,225,image/output_004000_000013.png
4000,400,8,45,270,image/output_004000_000014.png
4000,400,8,45,315,image/output_004000_000015.png
4000,400,8,90,0,image/output_004000_000016.png
4000,400,8,90,45,image/output_004000_000017.png
4000,400,8,90,90,image/output_004000_000018.png
4000,400,8,90,135,image/output_004000_000019.png
4000,400,8,90,180,image/output_004000_000020.png
4000,400,8,90,225,image/output_004000_000021.png
4000,400,8,90,270,image/output_004000_000022.png
4000,400,8,90,315,image/output_004000_000023.png
4010,401,8,0,0,image/output_004010_000000.png
4010,401,8,0,45,image/output_004010_000001.png
4010,401,8,0,90,image/output_004010_000002.png
4010,401,8,0,135,image/output_004010_000003.png
4010,401,8,0,180,image/output_004010_000004.png
4010,401,8,0,225,image/output_004010_000005.png
4010,401,8,0,270,image/output_004010_000006.png
4010,401,8,0,315,image/output_004010_000007.png
4010,401,8,45,0,image/output_004010_000008.png
4010,401,8,45,45,image/output_004010_000009.png
4010,401,8,45,90,image/output_004010_000010.png
4010,401,8,45,135,image/output_004010_000011.png
4010,401,8,45,180,image/output_004010_000012.png
4010,401,8,45,225,image/output_004010_000013.png
4010,401,8,45,270,image/output_004010_000014.png
4010,401,8,45,315,image/output_004010_000015.png
4010,401,8,90,0,image/output_004010_000016.png
4010,401,8,90,45,image/output_004010_000017.png
4010,401,8,90,90,image/output_004010_000018.png
4010,401,8,90,135,image/output_004010_000019.png
4010,401,8,90,180,image/output_004010_000020.png
4010,401,8,90,225,image/output_004010_000021.png
4010,401,8,90,270,image/output_004010_000022.png
4010,401,8,90,315,image/output_004010_000023.png
4020,402,8,0,0,image/output_004020_000000.png
4020,402,8,0,45,image/output_004020_000001.png
4020,402,8,0,90,image/output_004020_000002.png
4020,402,8,0,135,image/output_004020_000003.png
4020,402,8,0,180,image/output_004020_000004.png
4020,402,8,0,225,image/output_004020_000005.png
4020,402,8,0,270,image/output_004020_000006.png
4020,402,8,0,315,image/output_004020_000007.png
4020,402,8,45,0,image/output_004020_000008.png
4020,402,8,45,45,image/output_004020_000009.png
4020,402,8,45,90,image/output_004020_000010.png
4020,402,8,45,135,image/output_004020_000011.png
4020,402,8,45,180,image/output_004020_000012.png
4020,402,8,45,225,image/output_004020_000013.png
4020,402,8,45,270,image/output_004020_000014.png
4020,402,8,45,315,image/output_004020_000015.png
4020,402,8,90,0,image/output_004020_000016.png
4020,402,8,90,45,image/output_004020_000017.png
4020,402,8,90,90,image/output_004020_000018.png
4020,402,8,90,135,image/output_004020_000019.png
4020,402,8,90,180,image/output_004020_000020.png
4020,402,8,90,225,image/output_004020_000021.png
4020,402,8,90,270,image/output_004020_000022.png
4020,402,8,90,315,image/output_004020_000023.png
4030,403,8,0,0,image/output_004030_000000.png
4030,403,8,0,45,image/output_004030_000001.png
4030,403,8,0,90,image/output_004030_000002.png
4030,403,8,0,135,image/output_004030_000003.png
4030,403,8,0,180,image/output_004030_000004.png
4030,403,8,0,225,image/output_004030_000005.png
4030,403,8,0,270,image/output_004030_000006.png
4030,403,8,0,315,image/output_004030_000007.png
4030,403,8,45,0,image/output_004030_000008.png
4030,403,8,45,45,image/output_004030_000009.png
4030,403,8,45,90,image/output_004030_000010.png
4030,403,8,45,135,image/output_004030_000011.png
4030,403,8,45,180,image/output_004030_000012.png
4030,403,8,45,225,image/output_004030_000013.png
4030,403,8,45,270,image/output_004030_000014.png
4030,403,8,45,315,image/output_004030_000015.png
4030,403,8,90,0,image/output_004030_000016.png
4030,403,8,90,45,image/output_004030_000017.png
4030,403,8,90,90,image/output_004030_000018.png
4030,403,8,90,135,image/output_004030_000019.png
4030,403,8,90,180,image/output_004030_000020.png
4030,403,8,90,225,image/output_004030_000021.png
4030,403,8,90,270,image/output_004030_000022.png
4030,403,8,90,315,image/output_004030_000023.png
4040,404,8,0,0,image/output_004040_000000.png
4040,404,8,0,45,image/output_004040_000001.png
4040,404,8,0,90,image/output_004040_000002.png
4040,404,8,0,135,image/output_004040_000003.png
4040,404,8,0,180,image/output_004040_000004.png
4040,404,8,0,225,image/output_004040_000005.png
4040,404,8,0,270,image/output_004040_000006.png
4040,404,8,0,315,image/output_004040_000007.png
4040,404,8,45,0,image/output_004040_000008.png
4040,404,8,45,45,image/output_004040_000009.png
4040,404,8,45,90,image/output_004040_000010.png
4040,404,8,45,135,image/output_004040_000011.png
4040,404,8,45,180,image/output_004040_000012.png
4040,404,8,45,225,image/output_004040_000013.png
4040,404,8,45,270,image/output_004040_000014.png
4040,404,8,45,315,image/output_004040_000015.png
4040,404,8,90,0,image/output_004040_000016.png
4040,404,8,90,45,image/output_004040_000017.png
4040,404,8,90,90,image/output_004040_000018.png
4040,404,8,90,135,image/output_004040_000019.png
4040,404,8,90,180,image/output_004040_000020.png
4040,404,8,90,225,image/output_004040_000021.png
4040,404,8,90,270,image/output_004040_000022.png
4040,404,8,90,315,image/output_004040_000023.png
4050,405,8,0,0,image/output_004050_000000.png
4050,405,8,0,45,image/output_004050_000001.png
4050,405,8,0,90,image/output_004050_000002.png
4050,405,8,0,135,image/output_004050_000003.png
4050,405,8,0,180,image/output_004050_000004.png
4050,405,8,0,225,image/output_004050_000005.png
4050,405,8,0,270,image/output_004050_000006.png
4050,405,8,0,315,image/output_004050_000007.png
4050,405,8,45,0,image/output_004050_000008.png
4050,405,8,45,45,image/output_004050_000009.png
4050,405,8,45,90,image/output_004050_000010.png
4050,405,8,45,135,image/output_004050_000011.png
4050,405,8,45,180,image/output_004050_000012.png
4050,405,8,45,225,image/output_004050_000013.png
4050,405,8,45,270,image/output_004050_000014.png
4050,405,8,45,315,image/output_004050_000015.png
4050,405,8,90,0,image/output_004050_000016.png
4050,405,8,90,45,image/output_004050_000017.png
4050,405,8,90,90,image/output_004050_000018.png
4050,405,8,90,135,image/output_004050_000019.png
4050,405,8,90,180,image/output_004050_000020.png
4050,405,8,90,225,image/output_004050_000021.png
4050,405,8,90,270,image/output_004050_000022.png
4050,405,8,90,315,image/output_004050_000023.png
4060,406,8,0,0,image/output_004060_000000.png
4060,406,8,0,45,image/output_004060_000001.png
4060,406,8,0,90,image/output_004060_000002.png
4060,406,8,0,135,image/output_004060_000003.png
4060,406,8,0,180,image/output_004060_000004.png
4060,406,8,0,225,image/output_004060_000005.png
4060,406,8,0,270,image/output_004060_000006.png
4060,406,8,0,315,image/output_004060_000007.png
4060,406,8,45,0,image/output_004060_000008.png
4060,406,8,45,45,image/output_004060_000009.png
4060,406,8,45,90,image/output_004060_000010.png
4060,406,8,45,135,image/output_004060_000011.png
4060,406,8,45,180,image/output_004060_000012.png
4060,406,8,45,225,image/output_004060_000013.png
4060,406,8,45,270,image/output_004060_000014.png
4060,406,8,45,315,image/output_004060_000015.png
4060,406,8,90,0,image/output_004060_000016.png
4060,406,8,90,45,image/output_004060_000017.png
4060,406,8,90,90,image/output_004060_000018.png
4060,406,8,90,135,image/output_004060_000019.png
4060,406,8,90,180,image/output_004060_000020.png
4060,406,8,90,225,image/output_004060_000021.png
4060,406,8,90,270,image/output_004060_000022.png
4060,406,8,90,315,image/output_004060_000023.png
4070,407,8,0,0,image/output_004070_000000.png
4070,407,8,0,45,image/output_004070_000001.png
4070,407,8,0,90,image/output_004070_000002.png
4070,407,8,0,135,image/output_004070_000003.png
4070,407,8,0,180,image/output_004070_000004.png
4070,407,8,0,225,image/output_004070_000005.png
4070,407,8,0,270,image/output_004070_000006.png
4070,407,8,0,315,image/output_004070_000007.png
4070,407,8,45,0,image/output_004070_000008.png
4070,407,8,45,45,image/output_004070_000009.png
4070,407,8,45,90,image/output_004070_000010.png
4070,407,8,45,135,image/output_004070_000011.png
4070,407,8,45,180,image/output_004070_000012.png
4070,407,8,45,225,image/output_004070_000013.png
4070,407,8,45,270,image/output_004070_000014.png
4070,407,8,45,315,image/output_004070_000015.png
4070,407,8,90,0,image/output_004070_000016.png
4070,407,8,90,45,image/output_004070_000017.png
4070,407,8,90,90,image/output_004070_000018.png
4070,407,8,90,135,image/output_004070_000019.png
4070,407,8,90,180,image/output_004070_000020.png
4070,407,8,90,225,image/output_004070_000021.png
4070,407,8,90,270,image/output_004070_000022.png
4070,407,8,90,315,image/output_004070_000023.png
4080,408,8,0,0,image/output_004080_000000.png
4080,408,8,0,45,image/output_004080_000001.png
4080,408,8,0,90,image/output_004080_000002.png
4080,408,8,0,135,image/output_004080_000003.png
4080,408,8,0,180,image/output_004080_000004.png
4080,408,8,0,225,image/output_004080_000005.png
4080,408,8,0,270,image/output_004080_000006.png
4080,408,8,0,315,image/output_004080_000007.png
4080,408,8,45,0,image/output_004080_000008.png
4080,408,8,45,45,image/output_004080_000009.png
4080,408,8,45,90,image/output_004080_000010.png
4080,408,8,45,135,image/output_004080_000011.png
4080,408,8,45,180,image/output_004080_000012.png
4080,408,8,45,225,image/output_004080_000013.png
4080,408,8,45,270,image/output_004080_000014.png
4080,408,8,45,315,image/output_004080_000015.png
4080,408,8,90,0,image/output_004080_000016.png
4080,408,8,90,45,image/output_004080_000017.png
4080,408,8,90,90,image/output_004080_000018.png
4080,408,8,90,135,image/output_004080_000019.png
4080,408,8,90,180,image/output_004080_000020.png
4080,408,8,90,225,image/output_004080_000021.png
4080,408,8,90,270,image/output_004080_000022.png
4080,408,8,90,315,image/output_004080_000023.png
4090,409,8,0,0,image/output_004090_000000.png
4090,409,8,0,45,image/output_004090_000001.png
4090,409,8,0,90,image/output_004090_000002.png
4090,409,8,0,135,image/output_004090_000003.png
4090,409,8,0,180,image/output_004090_000004.png
4090,409,8,0,225,image/output_004090_000005.png
4090,409,8,0,270,image/output_004090_000006.png
4090,409,8,0,315,image/output_004090_000007.png
4090,409,8,45,0,image/output_004090_000008.png
4090,409,8,45,45,image/output_004090_000009.png
4090,409,8,45,90,image/output_004090_000010.png
4090,409,8,45,135,image/output_004090_000011.png
4090,409,8,45,180,image/output_004090_000012.png
4090,409,8,45,225,image/output_004090_000013.png
4090,409,8,45,270,image/output_004090_000014.png
4090,409,8,45,315,image/output_004090_000015.png
4090,409,8,90,0,image/output_004090_000016.png
4090,409,8,90,45,image/output_004090_000017.png
4090,409,8,90,90,image/output_004090_000018.png
4090,409,8,90,135,image/output_004090_000019.png
4090,409,8,90,180,image/output_004090_000020.png
4090,409,8,90,225,image/output_004090_000021.png
4090,409,8,90,270,image/output_004090_000022.png
4090,409,8,90,315,image/output_004090_000023.png
4100,410,8,0,0,image/output_004100_000000.png
4100,410,8,0,45,image/output_004100_000001.png
4100,410,8,0,90,image/output_004100_000002.png
4100,410,8,0,135,image/output_004100_000003.png
4100,410,8,0,180,image/output_004100_000004.png
4100,410,8,0,225,image/output_004100_000005.png
4100,410,8,0,270,image/output_004100_000006.png
4100,410,8,0,315,image/output_004100_000007.png
4100,410,8,45,0,image/output_004100_000008.png
4100,410,8,45,45,image/output_004100_000009.png
4100,410,8,45,90,image/output_004100_000010.png
4100,410,8,45,135,image/output_004100_000011.png
4100,410,8,45,180,image/output_004100_000012.png
4100,410,8,45,225,image/output_004100_000013.png
4100,410,8,45,270,image/output_004100_000014.png
4100,410,8,45,315,image/output_004100_000015.png
4100,410,8,90,0,image/output_004100_000016.png
4100,410,8,90,45,image/output_004100_000017.png
4100,410,8,90,90,image/output_004100_000018.png
4100,410,8,90,135,image/output_004100_000019.png
4100,410,8,90,180,image/output_004100_000020.png
4100,410,8,90,225,image/output_004100_000021.png
4100,410,8,90,270,image/output_004100_000022.png
4100,410,8,90,315,image/output_004100_000023.png
4110,411,8,0,0,image/output_004110_000000.png
4110,411,8,0,45,image/output_004110_000001.png
4110,411,8,0,90,image/output_004110_000002.png
4110,411,8,0,135,image/output_004110_000003.png
4110,411,8,0,180,image/output_004110_000004.png
4110,411,8,0,225,image/output_004110_000005.png
4110,411,8,0,270,image/output_004110_000006.png
4110,411,8,0,315,image/output_004110_000007.png
4110,411,8,45,0,image/output_004110_000008.png
4110,411,8,45,45,image/output_004110_000009.png
4110,411,8,45,90,image/output_004110_000010.png
4110,411,8,45,135,image/output_004110_000011.png
4110,411,8,45,180,image/output_004110_000012.png
4110,411,8,45,225,image/output_004110_000013.png
4110,411,8,45,270,image/output_004110_000014.png
4110,411,8,45,315,image/output_004110_000015.png
4110,411,8,90,0,image/output_004110_000016.png
4110,411,8,90,45,image/output_004110_000017.png
4110,411,8,90,90,image/output_004110_000018.png
4110,411,8,90,135,image/output_004110_000019.png
4110,411,8,90,180,image/output_004110_000020.png
4110,411,8,90,225,image/output_004110_000021.png
4110,411,8,90,270,image/output_004110_000022.png
4110,411,8,90,315,image/output_004110_000023.png
4120,412,8,0,0,image/output_004120_000000.png
4120,412,8,0,45,image/output_004120_000001.png
4120,412,8,0,90,image/output_004120_000002.png
4120,412,8,0,135,image/output_004120_000003.png
4120,412,8,0,180,image/output_004120_000004.png
4120,412,8,0,225,image/output_004120_000005.png
4120,412,8,0,270,image/output_004120_000006.png
4120,412,8,0,315,image/output_004120_000007.png
4120,412,8,45,0,image/output_004120_000008.png
4120,412,8,45,45,image/output_004120_000009.png
4120,412,8,45,90,image/output_004120_000010.png
4120,412,8,45,135,image/output_004120_000011.png
4120,412,8,45,180,image/output_004120_000012.png
4120,412,8,45,225,image/output_004120_000013.png
4120,412,8,45,270,image/output_004120_000014.png
4120,412,8,45,315,image/output_004120_000015.png
4120,412,8,90,0,image/output_004120_000016.png
4120,412,8,90,45,image/output_004120_000017.png
4120,412,8,90,90,image/output_004120_000018.png
4120,412,8,90,135,image/output_004120_000019.png
4120,412,8,90,180,image/output_004120_000020.png
4120,412,8,90,225,image/output_004120_000021.png
4120,412,8,90,270,image/output_004120_000022.png
4120,412,8,90,315,image/output_004120_000023.png
4130,413,8,0,0,image/output_004130_000000.png
4130,413,8,0,45,image/output_004130_000001.png
4130,413,8,0,90,image/output_004130_000002.png
4130,413,8,0,135,image/output_004130_000003.png
4130,413,8,0,180,image/output_004130_000004.png
4130,413,8,0,225,image/output_004130_000005.png
4130,413,8,0,270,image/output_004130_000006.png
4130,413,8,0,315,image/output_004130_000007.png
4130,413,8,45,0,image/output_004130_000008.png
4130,413,8,45,45,image/output_004130_000009.png
4130,413,8,45,90,image/output_004130_000010.png
4130,413,8,45,135,image/output_004130_000011.png
4130,413,8,45,180,image/output_004130_000012.png
4130,413,8,45,225,image/output_004130_000013.png
4130,413,8,45,270,image/output_004130_000014.png
4130,413,8,45,315,image/output_004130_000015.png
4130,413,8,90,0,image/output_004130_000016.png
4130,413,8,90,45,image/output_004130_000017.png
4130,413,8,90,90,image/output_004130_000018.png
4130,413,8,90,135,image/output_004130_000019.png
4130,413,8,90,180,image/output_004130_000020.png
4130,413,8,90,225,image/output_004130_000021.png
4130,413,8,90,270,image/output_004130_000022.png
4130,413,8,90,315,image/output_004130_000023.png
4140,414,8,0,0,image/output_004140_000000.png
4140,414,8,0,45,image/output_004140_000001.png
4140,414,8,0,90,image/output_004140_000002.png
4140,414,8,0,135,image/output_004140_000003.png
4140,414,8,0,180,image/output_004140_000004.png
4140,414,8,0,225,image/output_004140_000005.png
4140,414,8,0,270,image/output_004140_000006.png
4140,414,8,0,315,image/output_004140_000007.png
4140,414,8,45,0,image/output_004140_000008.png
4140,414,8,45,45,image/output_004140_000009.png
4140,414,8,45,90,image/output_004140_000010.png
4140,414,8,45,135,image/output_004140_000011.png
4140,414,8,45,180,image/output_004140_000012.png
4140,414,8,45,225,image/output_004140_000013.png
4140,414,8,45,270,image/output_004140_000014.png
4140,414,8,45,315,image/output_004140_000015.png
4140,414,8,90,0,image/output_004140_000016.png
4140,414,8,90,45,image/output_004140_000017.png
4140,414,8,90,90,image/output_004140_000018.png
4140,414,8,90,135,image/output_004140_000019.png
4140,414,8,90,180,image/output_004140_000020.png
4140,414,8,90,225,image/output_004140_000021.png
4140,414,8,90,270,image/output_004140_000022.png
4140,414,8,90,315,image/output_004140_000023.png
4150,415,8,0,0,image/output_004150_000000.png
4150,415,8,0,45,image/output_004150_000001.png
4150,415,8,0,90,image/output_004150_000002.png
4150,415,8,0,135,image/output_004150_000003.png
4150,415,8,0,180,image/output_004150_000004.png
4150,415,8,0,225,image/output_004150_000005.png
4150,415,8,0,270,image/output_004150_000006.png
4150,415,8,0,315,image/output_004150_000007.png
4150,415,8,45,0,image/output_004150_000008.png
4150,415,8,45,45,image/output_004150_000009.png
4150,415,8,45,90,image/output_004150_000010.png
4150,415,8,45,135,image/output_004150_000011.png
4150,415,8,45,180,image/output_004150_000012.png
4150,415,8,45,225,image/output_004150_000013.png
4150,415,8,45,270,image/output_004150_000014.png
4150,415,8,45,315,image/output_004150_000015.png
4150,415,8,90,0,image/output_004150_000016.png
4150,415,8,90,45,image/output_004150_000017.png
4150,415,8,90,90,image/output_004150_000018.png
4150,415,8,90,135,image/output_004150_000019.png
4150,415,8,90,180,image/output_004150_000020.png
4150,415,8,90,225,image/output_004150_000021.png
4150,415,8,90,270,image/output_004150_000022.png
4150,415,8,90,315,image/output_004150_000023.png
4160,416,8,0,0,image/output_004160_000000.png
4160,416,8,0,45,image/output_004160_000001.png
4160,416,8,0,90,image/output_004160_000002.png
4160,416,8,0,135,image/output_004160_000003.png
4160,416,8,0,180,image/output_004160_000004.png
4160,416,8,0,225,image/output_004160_000005.png
4160,416,8,0,270,image/output_004160_000006.png
4160,416,8,0,315,image/output_004160_000007.png
4160,416,8,45,0,image/output_004160_000008.png
4160,416,8,45,45,image/output_004160_000009.png
